match_id,period_id,timestamp,carrier_id,opponent_id,distance_m,approach_angle_deg,carrier_speed_mps,opponent_speed_mps,closing_speed_mps,second_nearest_dist_m,n_supporting_teammates,dist_to_sideline_m,dist_to_goal_line_m,distance_trend_1s_mps,closing_accel_mps2,opponent_heading_change_deg,third_nearest_dist_m,n_opponents_nearby_10m,seconds_since_prev_event,prev_event_was_pass,carrier_x,carrier_y,sync_error_suspect,label
J03WPY,1,0:21:51.835000,DFL-OBJ-0026RH,DFL-OBJ-002GG4,1.3298120167903442,109.4525605490268,4.65,5.76,-1.621591405383218,2.2193918085818027,2,4.25,80.18,1.965396626072804,-10.198705032659703,53.772574272090615,12.298800754545134,2,0.609,1,27.68,-29.75,False,1
J03WPY,1,0:22:42.586000,DFL-OBJ-0000EJ,DFL-OBJ-002G5J,2.063904067538023,118.85447317609972,2.68,3.6,-0.26971926922059686,5.170880002475401,3,22.77,46.85,-0.13387816097614458,0.23675031531008722,0.7863632817120461,6.454463571823766,6,1.167,0,5.65,-11.23,False,1
J03WPY,1,0:22:50.219000,DFL-OBJ-002G68,DFL-OBJ-002FXT,3.8225645841502796,35.608230274774314,15.52,8.25,-2.0854259162858146,3.8225645841502796,2,28.35,56.09,-1.9236701689707527,-0.1788645801320854,0.44427688961014555,4.387710108929258,4,0.648,1,-3.59,-5.65,False,1
J03WPY,1,0:22:59.018000,DFL-OBJ-J01H9X,DFL-OBJ-002G68,0.6735725647619585,151.9137630123314,6.46,6.94,-0.018848831370222863,5.331735177219515,2,4.77,42.7,-0.2906887703804262,1.0658661482221574,10.982503234941092,6.077408987389281,3,0.503,0,-9.8,29.23,False,1
J03WPY,1,0:22:56.730000,DFL-OBJ-J01H9X,DFL-OBJ-002G68,1.3280060240827216,12.693119432594104,7.95,13.38,1.1171152060801826,6.937759004174187,1,3.75,42.21,-0.557227197180995,6.3179501544389645,12.879825007621875,13.194108533735806,2,0.039,1,-10.29,30.25,False,1
J03WPY,1,0:23:32.530000,DFL-OBJ-J0178P,DFL-OBJ-002GMO,0.5841232746604097,58.075460060106884,13.27,18.24,1.6167236623879166,5.75835045824757,2,24.53,25.96,1.4613839973872846,0.33931720134569854,7.996083003789324,7.542446552677719,3,1.327,1,26.54,-9.47,False,1
J03WPY,1,0:25:44.875000,DFL-OBJ-0000F8,DFL-OBJ-002595,2.828462479864282,6.633056752428714,4.66,1.13,-2.0626634124042487,2.828462479864282,2,10.39,66.23,-2.2340720357957373,1.6346492447873062,0.34808672299994453,3.2514919652368826,3,0.567,0,13.73,23.61,False,1
J03WPY,1,0:26:38.890000,DFL-OBJ-J01KJ5,DFL-OBJ-002GG4,0.9689685237405791,58.93483511450131,2.39,9.09,2.5397480751012833,6.934529544244512,1,7.640000000000001,52.63,2.4191578021215485,-1.6895859271744929,43.55587446906424,14.950053511609916,2,0.493,1,0.13,-26.36,False,1
J03WPY,1,0:26:56.644000,DFL-OBJ-J0178P,DFL-OBJ-002GM9,1.3792751719653304,154.0064128728515,10.94,16.09,-1.54014573960411,5.169777558077329,3,7.739999999999998,58.980000000000004,-0.5918108870609278,-2.796776060066853,5.869732023450081,8.550210523723964,3,0.717,1,-6.48,-26.26,False,1
J03WPY,1,0:26:43.410000,DFL-OBJ-J01KJ5,DFL-OBJ-002GG4,0.9277930803794566,69.56768247474876,13.4,13.92,1.750068871399349,4.141026442803762,3,1.2700000000000031,37.26,3.3829493150786605,-8.157810463733288,4.699546858225668,7.085266402895514,3,2.693,0,-15.24,-32.73,False,1
J03WPY,1,0:28:25.205000,DFL-OBJ-0028T3,DFL-OBJ-00028V,7.981603848851432,36.83068630017537,22.9,9.28,-4.600976534168401,7.981603848851432,2,30.67,29.32,-6.061577807361369,5.523332604841975,72.90793099405528,8.45558395381419,3,1.065,1,23.18,-3.33,False,1
J03WPY,1,0:28:27.973000,DFL-OBJ-J0178P,DFL-OBJ-002GMO,1.264001582277489,168.14648061487298,11.21,14.98,-1.0616414989193936,4.724510556660868,1,32.85,21.53,0.20092162390090862,-5.834810952372247,17.422103146381403,6.380470202108932,5,1.4,0,30.97,-1.15,False,1
