model,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
decision_tree(depth=3),0.5535634220465849,0.04437001136693177,0.4291815902497347,0.060325569300324046,0.7948643648299473,0.062126430052536416
logistic_regression,0.5429051098201876,0.060909992704631245,0.42520009385667723,0.05997670456840143,0.7584150832341107,0.0806876727598346
xgboost,0.6336860012928719,0.03699492778248355,0.5275974317635108,0.044272550938904344,0.7971027337237321,0.048639274685343535
